DocNo,DocDate,TaxDate,SalesLocation,SalesAgent,CreditTerm,Description,DebtorCode,TaxEntity,Address,InclusiveTax,SubmitEInvoice,ProductCode,AccNo,ClassificationCode,TaxCode,DetailDescription,FurtherDescription,Qty,Unit,UnitPrice,LocalTotalCost,TaxExemptionExpiryDate,PaymentMethod,PaymentRef,PaymentAmt,Email,EmailCC,EmailBCC,Attention,Phone1,Fax1,DeliverAddress,DeliverContact,DeliverPhone1,DeliverFax1,Ref,Note,Remark1,Remark2,Remark3,Remark4,CurrencyRate,ToTaxCurrencyRate,ToBankRate,ShippingRecipientTaxEntity,FreightAllowanceCharge,FreightAllowanceChargeReason,ReferenceNumberOfCustomsFormNo1And9,FreeTradeAgreementInformation,ReferenceNumberOfCustomsFormNo2,Incoterms,AuthorisationNumberForCertifiedExporter,EInvoiceIssueDateTime,EInvoiceUuid,ProductVariant,DeptNo,Discount,UnitType,TaxExportCountry,TaxPermitNo,TaxAdjustment,LocalTaxAdjustment,TariffCode,YourPONo,YourPODate,OriginCountry
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (BS),• Cost Center: MY038502 | • Country: BS | • Pay-per-use: USD 0.08514 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,6,6,0.3469,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (CA),• Cost Center: MY038502 | • Country: CA | • Pay-per-use: USD 0.025 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,4,4,0.1019,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (CH),• Cost Center: MY038502 | • Country: CH | • Pay-per-use: USD 0.0592 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,4,4,0.2412,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (CN),• Cost Center: MY038502 | • Country: CN | • Pay-per-use: USD 0.0732 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,14,14,0.2983,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (DE),• Cost Center: MY038502 | • Country: DE | • Pay-per-use: USD 0.1365 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,9,9,0.5562,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (FR),• Cost Center: MY038502 | • Country: FR | • Pay-per-use: USD 0.1432 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,2,2,0.5835,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (GB),• Cost Center: MY038502 | • Country: GB | • Pay-per-use: USD 0.0529 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,81,81,0.2156,17.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (GU),• Cost Center: MY038502 | • Country: GU | • Pay-per-use: USD 0.08514 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,6,6,0.3469,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (HK),• Cost Center: MY038502 | • Country: HK | • Pay-per-use: USD 0.0732 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,36,36,0.2983,10.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (ID),• Cost Center: MY038502 | • Country: ID | • Pay-per-use: USD 0.0411 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,14,14,0.1675,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (IE),• Cost Center: MY038502 | • Country: IE | • Pay-per-use: USD 0.0592 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,15,15,0.2412,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (IN),• Cost Center: MY038502 | • Country: IN | • Pay-per-use: USD 0.0107 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,1,1,0.0436,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (IT),• Cost Center: MY038502 | • Country: IT | • Pay-per-use: USD 0.0691 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,1,1,0.2816,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (JM),• Cost Center: MY038502 | • Country: JM | • Pay-per-use: USD 0.074 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,2,2,0.3015,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (JP),• Cost Center: MY038502 | • Country: JP | • Pay-per-use: USD 0.0732 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,13,13,0.2983,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (KR),• Cost Center: MY038502 | • Country: KR | • Pay-per-use: USD 0.0732 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,1,1,0.2983,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (LC),• Cost Center: MY038502 | • Country: LC | • Pay-per-use: USD 0.08514 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,2,2,0.3469,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (MM),• Cost Center: MY038502 | • Country: MM | • Pay-per-use: USD 0.08514 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,2,2,0.3469,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (MO),• Cost Center: MY038502 | • Country: MO | • Pay-per-use: USD 0.08514 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,7,7,0.3469,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (MP),• Cost Center: MY038502 | • Country: MP | • Pay-per-use: USD 0.08514 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,2,2,0.3469,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (MY),• Cost Center: MY038502 | • Country: MY | • Pay-per-use: USD 0.08514 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,788342,788342,0.3469,273475.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (NL),• Cost Center: MY038502 | • Country: NL | • Pay-per-use: USD 0.1597 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,2,2,0.6508,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (NZ),• Cost Center: MY038502 | • Country: NZ | • Pay-per-use: USD 0.0732 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,11,11,0.2983,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (PH),• Cost Center: MY038502 | • Country: PH | • Pay-per-use: USD 0.0732 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,1,1,0.2983,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (PR),• Cost Center: MY038502 | • Country: PR | • Pay-per-use: USD 0.074 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,6,6,0.3015,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (QA),• Cost Center: MY038502 | • Country: QA | • Pay-per-use: USD 0.0341 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,13,13,0.139,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (RO),• Cost Center: MY038502 | • Country: RO | • Pay-per-use: USD 0.086 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,1,1,0.3504,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (SA),• Cost Center: MY038502 | • Country: SA | • Pay-per-use: USD 0.0455 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,5,5,0.1854,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (SE),• Cost Center: MY038502 | • Country: SE | • Pay-per-use: USD 0.0592 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,1,1,0.2412,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (SG),• Cost Center: MY038502 | • Country: SG | • Pay-per-use: USD 0.0732 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,5610,5610,0.2983,1673.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (SX),• Cost Center: MY038502 | • Country: SX | • Pay-per-use: USD 0.08514 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,1,1,0.3469,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (TH),• Cost Center: MY038502 | • Country: TH | • Pay-per-use: USD 0.0732 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,15,15,0.2983,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (TW),• Cost Center: MY038502 | • Country: TW | • Pay-per-use: USD 0.0732 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,24,24,0.2983,7.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (VI),• Cost Center: MY038502 | • Country: VI | • Pay-per-use: USD 0.08514 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,6,6,0.3469,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (VN),• Cost Center: MY038502 | • Country: VN | • Pay-per-use: USD 0.0732 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,2,2,0.2983,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (MY),• Cost Center: MY038504 | • Country: MY | • Pay-per-use: USD 0.08514 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,1062,1062,0.3469,368.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (AE),• Cost Center: MY038505 | • Country: AE | • Pay-per-use: USD 0.0499 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,1,1,0.2033,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (AU),• Cost Center: MY038505 | • Country: AU | • Pay-per-use: USD 0.0732 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,5,5,0.2983,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (AW),• Cost Center: MY038505 | • Country: AW | • Pay-per-use: USD 0.08514 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,1,1,0.3469,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (BN),• Cost Center: MY038505 | • Country: BN | • Pay-per-use: USD 0.0732 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,4,4,0.2983,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (GB),• Cost Center: MY038505 | • Country: GB | • Pay-per-use: USD 0.0529 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,4,4,0.2156,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (IE),• Cost Center: MY038505 | • Country: IE | • Pay-per-use: USD 0.0592 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,1,1,0.2412,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (MO),• Cost Center: MY038505 | • Country: MO | • Pay-per-use: USD 0.08514 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,1,1,0.3469,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (MY),• Cost Center: MY038505 | • Country: MY | • Pay-per-use: USD 0.08514 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,10049,10049,0.3469,3486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (SG),• Cost Center: MY038505 | • Country: SG | • Pay-per-use: USD 0.0732 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,42,42,0.2983,12.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (TW),• Cost Center: MY038505 | • Country: TW | • Pay-per-use: USD 0.0732 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,1,1,0.2983,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (MY),• Cost Center: MY038508 | • Country: MY | • Pay-per-use: USD 0.08514 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,2661,2661,0.3469,923.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/03/2026,14/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia,FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,WhatsApp Business Fee - Marketing (SG),• Cost Center: MY038508 | • Country: SG | • Pay-per-use: USD 0.0732 per message | • Exchange rate: 1USD = 4.0749MYR | • Billing period: Jan 2026,2,2,0.2983,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
