DocNo,DocDate,TaxDate,SalesLocation,SalesAgent,CreditTerm,Description,DebtorCode,TaxEntity,Address,InclusiveTax,SubmitEInvoice,ProductCode,AccNo,ClassificationCode,TaxCode,DetailDescription,FurtherDescription,Qty,Unit,UnitPrice,LocalTotalCost,ToBankRate,TaxExemptionExpiryDate,PaymentMethod,PaymentRef,PaymentAmt,Email,EmailCC,EmailBCC,Attention,Phone1,Fax1,DeliverAddress,DeliverContact,DeliverPhone1,DeliverFax1,Ref,Note,Remark1,Remark2,Remark3,Remark4,CurrencyRate,ToTaxCurrencyRate,ShippingRecipientTaxEntity,FreightAllowanceCharge,FreightAllowanceChargeReason,ReferenceNumberOfCustomsFormNo1And9,FreeTradeAgreementInformation,ReferenceNumberOfCustomsFormNo2,Incoterms,AuthorisationNumberForCertifiedExporter,EInvoiceIssueDateTime,EInvoiceUuid,ProductVariant,DeptNo,Discount,UnitType,TaxExportCountry,TaxPermitNo,TaxAdjustment,LocalTaxAdjustment,TariffCode,YourPONo,YourPODate,OriginCountry
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (DE)","• Cost Center: MY037101
• Country: DE
• Pay-per-use: USD 0.1365 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",2,2,0.5562,1.1124,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (DO)","• Cost Center: MY037101
• Country: DO
• Pay-per-use: USD 0.074 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",1,1,0.3015,0.3015,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (GB)","• Cost Center: MY037101
• Country: GB
• Pay-per-use: USD 0.0529 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",12,12,0.2156,2.5872,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (GU)","• Cost Center: MY037101
• Country: GU
• Pay-per-use: USD 0.08514 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",1,1,0.3469,0.3469,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (HK)","• Cost Center: MY037101
• Country: HK
• Pay-per-use: USD 0.0732 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",3,3,0.2983,0.8949,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (ID)","• Cost Center: MY037101
• Country: ID
• Pay-per-use: USD 0.0411 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",3,3,0.1675,0.5025,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (JP)","• Cost Center: MY037101
• Country: JP
• Pay-per-use: USD 0.0732 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",1,1,0.2983,0.2983,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (KZ)","• Cost Center: MY037101
• Country: KZ
• Pay-per-use: USD 0.08514 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",1,1,0.3469,0.3469,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (MO)","• Cost Center: MY037101
• Country: MO
• Pay-per-use: USD 0.08514 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",3,3,0.3469,1.0407,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (MY)","• Cost Center: MY037101
• Country: MY
• Pay-per-use: USD 0.08514 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",195893,195893,0.3469,67955.2817,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (NL)","• Cost Center: MY037101
• Country: NL
• Pay-per-use: USD 0.1597 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",1,1,0.6508,0.6508,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (NZ)","• Cost Center: MY037101
• Country: NZ
• Pay-per-use: USD 0.0732 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",3,3,0.2983,0.8949,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (PH)","• Cost Center: MY037101
• Country: PH
• Pay-per-use: USD 0.0732 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",1,1,0.2983,0.2983,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (PR)","• Cost Center: MY037101
• Country: PR
• Pay-per-use: USD 0.074 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",1,1,0.3015,0.3015,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (QA)","• Cost Center: MY037101
• Country: QA
• Pay-per-use: USD 0.0341 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",4,4,0.1390,0.5560,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (SA)","• Cost Center: MY037101
• Country: SA
• Pay-per-use: USD 0.0455 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",6,6,0.1854,1.1124,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (SG)","• Cost Center: MY037101
• Country: SG
• Pay-per-use: USD 0.0732 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",637,637,0.2983,190.0171,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (TH)","• Cost Center: MY037101
• Country: TH
• Pay-per-use: USD 0.0732 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",1,1,0.2983,0.2983,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (VI)","• Cost Center: MY037101
• Country: VI
• Pay-per-use: USD 0.08514 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",1,1,0.3469,0.3469,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (VN)","• Cost Center: MY037101
• Country: VN
• Pay-per-use: USD 0.0732 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",1,1,0.2983,0.2983,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (MY)","• Cost Center: MY037510
• Country: MY
• Pay-per-use: USD 0.08514 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",1,1,0.3469,0.3469,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (Others)","• Cost Center: MY038502
• Country: Others
• Pay-per-use: USD 0.08514 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",1514,1514,0.3469,525.2066,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (AE)","• Cost Center: MY038502
• Country: AE
• Pay-per-use: USD 0.0499 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",16,16,0.2033,3.2528,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (AG)","• Cost Center: MY038502
• Country: AG
• Pay-per-use: USD 0.08514 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",13,13,0.3469,4.5097,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (AI)","• Cost Center: MY038502
• Country: AI
• Pay-per-use: USD 0.08514 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",1,1,0.3469,0.3469,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (AS)","• Cost Center: MY038502
• Country: AS
• Pay-per-use: USD 0.08514 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",2,2,0.3469,0.6938,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (AU)","• Cost Center: MY038502
• Country: AU
• Pay-per-use: USD 0.0732 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",178,178,0.2983,53.0974,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (BB)","• Cost Center: MY038502
• Country: BB
• Pay-per-use: USD 0.08514 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",4,4,0.3469,1.3876,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (BH)","• Cost Center: MY038502
• Country: BH
• Pay-per-use: USD 0.0341 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",2,2,0.1390,0.2780,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (BN)","• Cost Center: MY038502
• Country: BN
• Pay-per-use: USD 0.0732 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",33,33,0.2983,9.8439,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (BS)","• Cost Center: MY038502
• Country: BS
• Pay-per-use: USD 0.08514 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",6,6,0.3469,2.0814,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (CA)","• Cost Center: MY038502
• Country: CA
• Pay-per-use: USD 0.025 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",4,4,0.1019,0.4076,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (CH)","• Cost Center: MY038502
• Country: CH
• Pay-per-use: USD 0.0592 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",4,4,0.2412,0.9648,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (CN)","• Cost Center: MY038502
• Country: CN
• Pay-per-use: USD 0.0732 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",14,14,0.2983,4.1762,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/03/2026,13/03/2026,HQ,Darren Lim,Net 30 days,INVOICE,300-0001,TIN:C20395547010,"Level 19 Menara AIA 99 Jalan Ampang 50450 Kuala Lumpur Malaysia",FALSE,FALSE,MODE-WA-API,500-0000,'022,SV-8,"WhatsApp Business Fee - Marketing (DE)","• Cost Center: MY038502
• Country: DE
• Pay-per-use: USD 0.1365 per message
• Exchange rate: 1USD = 4.0749MYR
• Billing period: Jan 2026",9,9,0.5562,5.0058,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
